id,title,release,artist_name,duration,artist_familiarity,artist_hotttnesss,year
10789,Just One Question,Louder Than Fiction,Rico Pabón,256.62649,0.0812825842594,0.0,0
10790,I'm Rolli',The Colony Of Sluts,Transmutator,249.75628,0.410836121584,0.327360423021,1999
10791,Ljubav se ne trzi,Various Artists - Ostat ce mlad,Darko Rundek & Hakuna Matata,219.37587,0.517203374221,0.421769035391,0
10792,module 1,Transform,Alva Noto,349.962,0.62091031338,0.412402729034,2001
10793,Twilight,Sweetest Thing,U2,271.22893,0.843526543333,0.750311503248,1980
10794,I Feel Your Love Comin' On (Album Version),Tongue In Chic,Chic,412.62975,0.685859785026,0.450774144193,1982
10795,Huapanator,Super Riddim Internacional Volumen 1,El Gran Silencio,254.45832,0.639883304093,0.375494483494,0
10796,Lörpötys,Puuhevonen,PMMP,133.69424,0.604573232489,0.445184482338,2007
10797,Il trovatore - Opera in four acts/Act II/Stride la vampa,Verdi_ G.: Il Trovatore,Herbert Von Karajan,297.82159,0.668055686858,0.464152439053,0
10798,Please Forgive Me,Wah-Wah,Patrick Doyle,226.82077,0.619014314985,0.42613400655,2006
10799,Dzien Sie Budzi,Basia On Broadway,Basia,223.00689,0.595295824836,0.415274838847,1995
10800,Pussycat_ Pussycat,Pop Go The Wiggles - All Your Favourite Nursery Rhymes,The Wiggles,78.62812,0.55146018942,0.471780789929,0
10801,Para Llevarte A Vivir,Lo Que Me Dice Tu Boca,Javier Ruibal,293.40689,0.548008178349,0.40282096015,0
10802,Furniture,My Paper Made Men,Amy Studt,220.18567,0.618815560417,0.390244669313,2007
10803,Put Your Money Where Your Mouth Is,Every Woman's Blues,Sue Foley,187.14077,0.578223523598,0.402203101511,1993
10804,Les Pieds Dans Le Ruisseau,Grand Jacques,Jacques Brel,171.98975,0.653320135673,0.418902744983,1954
10805,I Know Who Holds Tomorrow,Mirror Mirror,Kelly Price,191.08526,0.677729080915,0.494205188785,0
10806,Ya No Volvió El Pajarito,Soy De Ti,Los Traileros Del Norte,209.8673,0.484898305345,0.301094091237,0
10807,Intro,Mystory,Crea,58.85342,0.406072842207,0.329366465118,0
10808,When Love Is New,Me And Mrs. Jones: The Best Of Billy Paul,Billy Paul,330.21342,0.608804792835,0.403381085197,0
10809,After All,Crossings,The Perrys,198.03383,0.501337162221,0.380679873613,0
10810,Disco Magic,Something For The Weekend,T-Connection,436.34893,0.488717892719,0.348191735159,1976
10811,To Koritsaki Sou,Singles - Despina Vandi,Despina Vandi,246.7522,0.632559542285,0.411688959786,0
10812,Changes (Album Version),Jackpot !,Buckwheat Zydeco,220.21179,0.556083172771,0.421448617933,0
10813,Ugh Ugh Ugh (feat. Weebie & Project Pat) (Street),Ugh Ugh Ugh,Juicy J,240.43057,0.669408331488,0.388324646801,0
10814,Best Reason,Paydirt,Dash Rip Rock,166.39955,0.576418114854,0.408613641544,0
10815,I'll Never Fall in Love Again,The Reggae Artists Gallery,Dennis Brown,242.72934,0.587023738749,0.383229026192,0
10816,Le monde tourne à l'envers,Happy Birthday Marie-Rose & Mes plus belles chansons,Chantal Goya,239.5424,0.583995684411,0.479632867414,0
10817,Step Inside Love,Cilla - Step Inside Love (Tommy Sandhu Remixes),Cilla Black,189.83138,0.57504734457,0.386161198933,1968
10818,Galaxy Bounce  (Soundtrack Version),Tomb Raider - Music From The Motion Picture Tomb Raider,The Chemical Brothers,285.07383,0.831337913935,0.539947371406,0
10819,Red Clouds,Red Clouds,Mayday,444.15955,0.569477757289,0.39609437166,0
10820,Death At The Chapel,Strange House,The Horrors,139.91138,0.742406740901,0.539966380965,2006
10821,The Fury,Percy Jackson & The Lightning Thief (Original Motion Picture Soundtrack),Christophe Beck,136.04526,0.478083521069,0.378387397783,2010
10822,Nightclubbing,A Land For Renegades,Zombie Zombie,197.27628,0.582070135359,0.41789369012,2008
10823,Free,The Booty Pop Phantom,Seymour Bits,210.05016,0.486125857964,0.391096416946,2004
10824,Touch Of Faith,Joy Williams,Joy Williams,238.13179,0.64905799997,0.485495685149,0
10825,Message To Michael,My Friends & Me,Dionne Warwick / Cyndi Lauper,179.17342,0.647933621962,0.480575192777,1986
10826,Joint Effort,Stress related Live and learn,Righteous Pigs,137.27302,0.449804307521,0.332898979421,1998
10827,Bring On The Night,Reggatta Mondatta II,Bim Sherman,313.62567,0.515890055263,0.34381895614,1999
10828,Prefiero morir,En vivo... y coleando,Iguana Tango,237.08689,0.487627647017,0.385038126122,2008
10829,Build Your Love On A Strong Foundation,Lost & Found,Martha & The Vandellas,166.76526,0.581008761921,0.0,2005
10830,Soft As,Crazy Riddim,Bling Dawg,231.75791,0.545369809994,0.341838180811,0
10831,Lets Clean Up The Ghetto,The Gamble & Huff Songbook Volume 1,Philadelphia International All-Stars,522.13506,0.407704743805,0.298158023971,0
10832,Lost And Found,Make Love To You,The Castaway Stones,240.71791,0.338487984846,0.347792067017,0
10833,Home  (LP Version),The Dreamlife Of Angels,Sarah Masen,228.04853,0.491192551121,0.339128256278,0
10834,36 C-Sausages 4 Hansi,Geigentanz,Lack Of Limits,182.25587,0.433935211455,0.371434121045,0
10835,All of Our Friends,Contagious,Peggy Scott-Adams,317.28281,0.428098694091,0.318000174196,0
10836,Fiesta Loca,Fiesta Loca,Desaparecidos,214.36036,0.685812276262,0.443583111159,2009
10837,Perfume_ Powder and Lead,Americana Master Series : Best of the Sugar Hill Years,Lonesome River Band,231.83628,0.428853814622,0.395822646178,0
10838,Give A Little_ Take A Little,This Broken Heart Of Mine,Hank Thompson,137.97832,0.508417857556,0.361265544046,0
10839,Kotton Krown,Screaming Fields Of Sonic Love,Sonic Youth,308.76689,0.773368222996,0.616308251376,1987
10840,Prelude,Two Classic Albums From Klaatu,Klaatu,344.52853,0.504417610906,0.34798815432,1977
10841,Hunting With Fire,Left For The Living Dead,The Timeout Drawer,707.02975,0.50399372254,0.289104612277,0
10842,Near Extinct (Rhino 39 / Triple X 1986),Rhino 39,Rhino 39,210.25914,0.438675871356,0.317044158904,0
10843,Feel Like A Child (Album Version),Keep On Runnin',Black Heat,231.02649,0.430362454476,0.401249510333,1975
10844,How About You,Dim Lights_ Thick Smoke And Loud Loud Music,Glen Glenn,106.26567,0.42658478399,0.356104206558,0
10845,Affco,Skeptics,Skeptics,245.36771,0.378979833063,0.0,1990
10846,Cult Of SNAP!,The Annual 2010,SNAP!,316.02893,0.718810209965,0.463900094792,2001
10847,Blue is all in rush,Liliput (2xCD),Kleenex,224.67873,0.502657175264,0.359755650585,1983
10848,Rumblin' Ramblin',Creepin' an' a Crawlin,The Zutons,261.32853,0.704923510245,0.487506612464,2003
10849,Liebe war es nie,Wahnsinn,Lara,231.8624,0.55757105921,0.306947608643,2009
10850,Sevntrak,Loudboxer,Speedy J,510.27546,0.634209409752,0.412988877807,2002
10851,Little Shadow,It's Blitz!,Yeah Yeah Yeahs,173.34812,0.875898625405,0.582709964298,2009
10852,DETROIT LOVELETTER,BLACKMAGIC,José James,241.55383,0.552583641116,0.44805842666,2010
10853,Cup of Sorrow,Elektrik Mistress,Elektrik Mistress,244.08771,0.113542933278,0.0,0
10854,Say Thank You (original),Say Thank You,Beres Hammond,241.52771,0.681084419844,0.453371188065,0
10855,Eighth Army March,Retrospection Volume 2,Eric Coates,147.74812,0.385314870771,0.273209864809,0
10856,End Of All Ends,Waves of Human Suffering,Agenda of Swine,130.19383,0.566924277179,0.273118637868,2008
10857,6 Einfache Lieder Op. 9: III.     Ständchen (von Eichendorff),Korngold: Symphony in F sharp/Lieder etc.,Philadelphia Orchestra/Franz Welser-Möst/Barbara Hendricks,115.43465,0.501667146912,0.384618772624,0
10858,Merry-go-round,Urin Gagarin EP,Cannibal Cooking Club,328.72444,0.561320582796,0.417525475522,0
10859,Ik Wil Meer,Het Beste Van De Mens,De Mens,167.07873,0.52080126887,0.424671282381,1994
10860,Whom I'm Being,Curb Side Service,prince ALI,185.36444,0.538755178666,0.340173365143,2007
10861,Two Stones,Two Stones,Alecs Marta,419.63057,0.452847441514,0.0,0
10862,Veleta (En Vivo Auditorio Nacional),Lucero En Vivo  Auditorio Nacional,Lucero,263.6273,0.734159936404,0.496042666812,0
10863,Gimme Shelter,The Man Who Couldn't Say No,Papa Dee,222.17098,0.513977043486,0.332179776176,2001
10864,Zai Mei Bian,Heroes Of Earth,Leehom Wang,276.87138,0.563128777688,0.384731047159,2005
10865,Riders,Outworld,Outworld,334.21016,0.586473657155,0.404238126962,0
10866,Tetragrammaton,Amputechture,The Mars Volta,1001.74322,0.867258942438,0.54776411101,2006
10867,She's Mine,So Much More,Brett Dennen,271.51628,0.756095620074,0.50883655989,2006
10868,Budapestin yössä,Muistan sua Elaine,Pirkka-Pekka Petelius,136.46322,0.399345357372,0.296243852084,2005
10869,King Bruce Lee Karate Mistrz,Franek Kimono,Franek Kimono,222.79791,0.499244003744,0.3842708056,0
10870,La Rabieta,Contracorriente,Vainica Doble,242.49424,0.486631054547,0.345273044486,1976
10871,Odd Steps,Level Me EP,Tony Rohr & Tim Xavier,454.63465,0.583518954449,0.366629711462,0
10872,The Old Rugged Cross,The Best of Ernest Tubb,Ernest Tubb,156.94322,0.568902069974,0.381853116606,1991
10873,You Can't Call It Love,Walkin',Cleve Francis,203.83302,0.34678743644,0.0,0
10874,Into the Secrets of the Moon,Weltengänger,Lunar Aurora,411.37587,0.574030418237,0.451974532321,1996
10875,Agur Jauna (live),Jo ta ke,Su ta gar,225.01832,0.49181335431,0.368528422419,0
10876,No Esta En Na,Impulsos,Charlie Palmieri,289.48853,0.505114377443,0.328721900949,1975
10877,L.A. Rocks,Contagious,Y&T,281.44281,0.597794859355,0.418895803914,1987
10878,Wipe Out,Yeah!: Savage 1966 Ohio Garage Raunch,The Alarm Clocks,132.77995,0.396353427257,0.247038559205,2000
10879,Cabo Parano [MS Magnolia Dub],Cabo Parano,Martin Solveig & Stephy Haik,437.4722,0.348148749594,0.0,0
10880,Fearless (Original Mix),Fearless,Peter Brown,398.10567,0.527099133442,0.330382884275,0
10881,Simple Things (Digitally Remastered 93),Capitol Gold: The Best Of Minnie Riperton,Minnie Riperton,221.49179,0.652860465746,0.383557469777,1993
10882,Music Of The Night - Sound-a-like Cover,The Music Of Andrew Lloyd Webber / Volume 2,West End Orchestra & Singers,132.25751,0.265615697189,0.323170900324,0
10883,Caravan,In Love,Isabelle Aubret,223.08526,0.422829880547,0.374656775235,0
10884,Ma Wida (Juhuu!),Andere Seite,P. R. Kantate,213.05424,0.513255977546,0.378530210902,2006
10885,High As Apple Pie (Remastered Single Version),Express Yourself,Charles Wright & The Watts 103rd. Street Rhythm Band,263.10485,0.520705145776,0.305185095125,1970
10886,Deja de llorar,Réquiem-Tercer acto,Stravaganzza,240.69179,0.563533837171,0.416271263906,2007
10887,Can't Find Another Way Of Doing It,I Thank You,Sam & Dave,154.122,0.665403649883,0.459316375027,1968
10888,We Should Talk,Question The Answers,The Mighty Mighty Bosstones,191.9473,0.699262055776,0.475941289598,1994
10889,We Need To Talk/Before I Let Go (Album Version),You Make It Easy,Keith Washington,363.98975,0.539740111272,0.35879456129,1993
10890,No Class (LP Version),Clouds Across The Sun,Firefall,257.4624,0.577690073128,0.404102764196,0
10891,Ihr Kinderlein kommet,Wir warten auf's Christkind,Die Roten Rosen,99.89179,0.473624123748,0.413153193952,1998
10892,Island Twenty-six,The Haunted Year - Autumn,Jackie Leven,148.79302,0.590212781798,0.33640397646,0
10893,St Matthew Passion BWV244 (1995 Digital Remaster)_ PART 1: No. 18_ Rezitativ: Wiewohl mein Herz in Tränen schwimmt (Sopran),Bach St Matthew Passion (abridged),Anton Dermota/Dietrich Fischer-Dieskau/Elisabeth Grümmer/Marga Höffgen/Otto Edelmann/Wiener Singakademie Chor/Wiener Sängerknaben/Wiener Philharmoniker/Wilhelm Furtwängler,113.99791,0.246675516257,0.0,0
10894,Viloläge,Come On and Bring Back the Brjokén Sounds of Yore!,Differnet,119.19628,0.43916322384,0.37478494963,2003
10895,Jag är osynlig,Dare,Regina Lund,336.27383,0.477004537716,0.336926884211,0
10896,Money Buys Democracy,The Undecided,The Undecided,110.28853,0.46040252931,0.259765849179,1999
10897,Rhumba De La Noche,Guitar Odyssey,Govi,322.92526,0.579400214994,0.392384974652,1997
10898,Honey Hush - Original,A Rockin' Decade,Sleepy LaBeef,164.75383,0.435411931681,0.339681923607,1997
10899,Festival Overture on the American National Air_ The Star-Spangled Banner,Skyscrapers,London Symphony Orchestra,407.71873,0.629463776921,0.45964753282,0
10900,Ljubav,Sreca,Hari Mata Hari,260.75383,0.517401637972,0.38165051933,0
10901,Sweet Love Power,The Legendary Henry Stone Presents: Jimmy Bo Horne,Jimmy Bo Horne,168.95955,0.346464415368,0.337644050776,0
10902,Can't Stay Away,Warm,Velvet Chain,178.12853,0.495726288468,0.390255741243,0
10903,Ray's Dilemma,Steamboy,Steve Jablonski,337.99791,0.622033103205,0.516821443041,2004
10904,The Devils Own Daughter,Glorious Bastards,Gonads,301.13914,0.551457585808,0.352516354167,0
10905,What God Wants_ Part I,AMUSED TO DEATH,Roger Waters,360.202,0.723649394042,0.511470951558,1992
10906,Read Your Mind,Private Room,Avant,263.47057,0.850584461589,0.573337429721,2003
10907,Surfside Motel,Out Like a Lamb,Doleful Lions,299.12771,0.437715731131,0.318885982104,0
10908,Ah ! Si J'Etais Dans Le Show-Business,Trop Jeune Pour Mourir,Stomy Bugsy,263.65342,0.42205140471,0.389835511476,2000
10909,SILIENT SWORD,LOUD' N ' RARE,Loudness,259.7873,0.569281632674,0.437236944742,0
10910,Remain And Remind,If You Take Anything,Hitechjet,202.55302,0.45735404875,0.375039999746,2003
10911,The Insight And The Catharsis,Spiritual Black Dimensions,Dimmu Borgir,435.93098,0.826075466699,0.59960264265,1998
10912,Dying World,Dying World,Noize Creator,284.81261,0.492439065901,0.320502736859,2005
10913,See Those Eyes,Reflected Images - The Best Of Altered Images,Altered Images,190.27546,0.611276331734,0.387038315207,0
10914,Cumbia (Jose Nunez Cumbia Electronika Drums),Cumbia,Harry Choo Choo Romero,266.44853,0.527696055852,0.349286346573,0
10915,Rememberance,Outcry,Mutabaruka,239.93424,0.514879680955,0.370036520557,1987
10916,Muchas Flores,Muchas Flores,Rosario,226.45506,0.621934542982,0.237588189414,0
10917,Gates Of Hell (Live_ Meanwhile Gardens_ Summer_ 1983),May Inspire Revolutionary Acts,The Mob,149.68118,0.525707801301,0.399198059189,0
10918,Miss Myrtle,¿Como Te Llama?,Albert Hammond Jr,186.64444,0.573550714279,0.505604785489,2008
10919,Video Killed The Radio Star,Video Killed The Radio Star (House Edition),Andrew Spencer,209.57995,0.499617154155,0.385456038005,0
10920,In The Good Old Summertime,Best Of The Capitol Masters - 90th Birthday Edition,Les Paul and Mary Ford,130.0371,0.462642321276,0.370057829051,0
10921,Gravel On The Ground,Some Days Are Diamonds,John Denver,147.17342,0.792063891824,0.527654565966,1981
10922,Leroy's Reflection,Fame,William Goldstein,174.34077,0.351815123234,0.270940706767,0
10923,Raggamuffin Style,Roots People Music Vol 1,Jah Stitch,175.04608,0.487302709753,0.330221807351,2000
10924,Dweller On The Threshold,Of Foreign Lands and People,Mandible Chatter,270.91546,0.432888929138,0.300229280586,0
10925,"In The Arms Of Love (from the film ""What Did You Do In The War_ Daddy"")",My Cup Runneth Over,Ed Ames,159.32036,0.471682686439,0.384598120406,0
10926,Every Weekend I,Pearls,Zuma,266.47465,0.528197685682,0.334555145561,0
10927,Bruder gib nicht auf,Sprache der Strasse,MC Sadri,182.83057,0.634845821175,0.243909829684,0
10928,She Runs The Ride,The Record Play,Mock Orange,8.22812,0.534421987279,0.414391873906,2000
10929,(Who Discovered) America?,Live At The Fillmore,Ozomatli,251.55873,0.72112966859,0.510663562223,2004
10930,Give Love a Try,A Best Of...,The Equals,184.63302,0.656364988286,0.378420921492,1967
10931,It Can't Rain All The Time,Ypsilanti,Bloodlined Calligraphy,259.76118,0.578063617544,0.372593341734,2006
10932,Love,King Giraffe,The Parson Red Heads,200.22812,0.559106371497,0.288064853994,2007
10933,Nervous,Guns N' Wankers,Guns n' Wankers,175.56853,0.467699126188,0.384834919572,1994
10934,Pianotom97,Les Chansons Perdues,Mick Est Tout Seul,104.64608,0.532658444057,0.30538507493,2007
10935,Reynardine-A Vampire Legend,The Best Of_ Vol. Ii,Buffy Sainte-Marie,178.15465,0.575773973133,0.446767314491,0
10936,La Fidélité,Le Jeu Des 7 Erreurs,Elodie Frégé,217.59955,0.363497141466,0.364750078946,2006
10937,Blues Dance Raid  (LP Version),True Democracy,Steel Pulse,293.0673,0.698452538946,0.502974636418,1982
10938,Awaken (Album Version),Believe,Disturbed,269.19138,0.855162593873,0.700497069281,2002
10939,Never Ever,Never Ever,Shout Out Louds,231.96689,0.731434495585,0.527036284481,2003
10940,Superstar,So Wound,Jale,363.2322,0.380461435775,0.424335191285,1996
10941,Freestyle,Souvenir,Menage A 3 (mano Kid Mesa),49.08363,0.245730621558,0.0,0
10942,Life Amazes Us Despite Our Miserable Future (Album Version),They Think They Are The Robocop Kraus,Robocop Kraus,257.51465,0.628789517778,0.35641479355,2006
10943,Dura,LP3,Ratatat,187.66322,0.765145427702,0.573408343563,2008
10944,Sock Monkey,Sweet Spot,Sugarman Three,242.41587,0.505845178664,0.348146526369,0
10945,I Loved Him,Sassy,Sarah Vaughan,201.32526,0.76786148934,0.541651669524,1986
10946,Lost On The Stoop (Album Version),Daniel Powter,Daniel Powter,249.65179,0.830852482196,0.563311110295,2005
10947,Gabriel & The Vagabond,Hope,Foy Vance,302.10567,0.586367313381,0.391041650077,2006
10948,Joyful Noise,Requiems Der Natur 2002-2004,Cloudland Canyon,150.69995,0.548850226689,0.348901859838,2006
10949,Baselombo,Toyebi Te,Lokua Kanza,213.73342,0.648948505079,0.400216524199,2002
10950,Gold For Bread,Furr,Blitzen Trapper,166.71302,0.700834219826,0.501206576431,2008
10951,Dancin' To Sweet 17 (LP Version),Sticks And Stones,Tracy Lawrence,193.77587,0.740104247008,0.478731542146,1991
10952,Red Scab,B-Side Babies,Adam Ant,248.99873,0.630382334147,0.465983423005,1982
10953,Errando Pelo Mundo,Destinos,Cândido,218.87955,0.544066315427,0.351932181574,0
10954,Periodically Double or Triple,Popular Songs,Yo La Tengo,233.06404,0.79327484609,0.498649262513,2009
10955,Bung,Worlds / Bung,Midfield General,0.91383,0.590775536025,0.333746910634,1996
10956,Love Fall Down,Heart Shaped Songs,Michael K.,239.90812,0.391605341994,0.0,0
10957,France Blues,Jug Band Songs Of The Southern Mountains (Digitally Remastered),The Even Dozen Jug Band,159.242,0.344709575611,0.183540433284,2002
10958,Look! No Head!,Absurdistan,Laika and the Cosmonauts,188.99546,0.516724351466,0.381739195739,1997
10959,Gonna Give It Up (Wanna Quit),Play With The Changes,4hero feat. Lady Alma,171.17995,0.694502485553,0.451743563161,2007
10960,Innocence,Kite,Kirsty MacColl,249.73016,0.613075149719,0.429245870976,1989
10961,Closer,Tracie (International Only),Tracie Spencer,262.55628,0.506279056408,0.359826933858,1999
10962,Pass This On,Silent Shout An Audio Visual Experience,The Knife,338.23302,0.769098837115,0.487848389245,0
